user_id,primary_category_id,primary_segment,secondary_category_ids,secondary_segments,age_group,gender,country,preferred_device
U02238,2,Home Decorator,168,Home Decorator,55+,Other,AU,mobile
U02239,151,Baby & Kids Shopper,"78,170","Electronics Enthusiast,Baby & Kids Shopper",45-54,Other,IN,mobile
U02240,213,Electronics Enthusiast,17,Car Enthusiast,35-44,Female,UK,mobile
U02241,70,Electronics Enthusiast,"201,114","Cyclist,Home Decorator",35-44,Female,UK,tablet
U02242,203,Baby & Kids Shopper,"214,134,52","Beauty & Skincare Fan,Beauty & Skincare Fan,Electronics Enthusiast",25-34,Male,UK,tablet
U02243,17,Car Enthusiast,"32,55","Baby & Kids Shopper,Photographer",18-24,Other,CA,desktop
U02244,166,Fashion Shopper,"72,103","Electronics Enthusiast,Fashion Shopper",25-34,Other,AU,tablet
U02245,184,Baby & Kids Shopper,"196,18","Car Enthusiast,Electronics Enthusiast",35-44,Male,UK,mobile
U02246,126,Beauty & Skincare Fan,224,Baby & Kids Shopper,35-44,Male,AU,desktop
U02247,262,Baby & Kids Shopper,"55,114","Photographer,Cyclist",18-24,Male,UK,mobile
U02248,127,Beauty & Skincare Fan,"133,25,60","Car Enthusiast,Electronics Enthusiast,Baby & Kids Shopper",55+,Male,US,desktop
U02249,138,Home Decorator,110,Fashion Shopper,45-54,Female,AU,mobile
U02250,130,Home Decorator,"127,233","Beauty & Skincare Fan,Car Enthusiast",25-34,Female,CA,mobile
U02251,47,Beauty & Skincare Fan,"60,194","Electronics Enthusiast,Electronics Enthusiast",18-24,Other,AU,mobile
U02252,173,Home Decorator,"10,164,71","Photographer,Electronics Enthusiast,Baby & Kids Shopper",35-44,Male,US,mobile
U02253,189,Electronics Enthusiast,"28,134","Sports Enthusiast,Beauty & Skincare Fan",18-24,Female,US,desktop
U02254,197,Home Decorator,"200,96","Baby & Kids Shopper,Sports Enthusiast",18-24,Female,IN,mobile
U02255,69,Electronics Enthusiast,131,Beauty & Skincare Fan,55+,Other,IN,mobile
U02256,173,Home Decorator,78,Electronics Enthusiast,18-24,Male,UK,desktop
U02257,73,Electronics Enthusiast,"220,209,231","Beauty & Skincare Fan,Baby & Kids Shopper,Baby & Kids Shopper",35-44,Male,UK,tablet
U02258,22,Electronics Enthusiast,"140,12","Baby & Kids Shopper,Electronics Enthusiast",45-54,Female,CA,desktop
U02259,221,Baby & Kids Shopper,"66,116","Electronics Enthusiast,Fashion Shopper",35-44,Other,IN,tablet
U02260,252,Baby & Kids Shopper,163,Beauty & Skincare Fan,55+,Other,CA,tablet
U02261,48,Beauty & Skincare Fan,"165,172","Home Decorator,Baby & Kids Shopper",55+,Male,US,mobile
U02262,251,Baby & Kids Shopper,82,Electronics Enthusiast,25-34,Male,IN,desktop
U02263,90,Baby & Kids Shopper,"65,270,232","Electronics Enthusiast,Baby & Kids Shopper,Baby & Kids Shopper",18-24,Other,UK,desktop
U02264,32,Baby & Kids Shopper,76,Baby & Kids Shopper,55+,Other,IN,desktop
U02265,29,Baby & Kids Shopper,151,Baby & Kids Shopper,55+,Female,UK,mobile
U02266,170,Baby & Kids Shopper,"19,159","Car Enthusiast,Beauty & Skincare Fan",45-54,Other,UK,mobile
U02267,160,Baby & Kids Shopper,195,Gardener,45-54,Female,UK,tablet
U02268,25,Car Enthusiast,"4,51","Photographer,Beauty & Skincare Fan",55+,Other,IN,desktop
U02269,175,Baby & Kids Shopper,65,Electronics Enthusiast,35-44,Other,US,desktop
U02270,73,Electronics Enthusiast,"179,155,31","Baby & Kids Shopper,Electronics Enthusiast,Pet Owner",45-54,Female,CA,mobile
U02271,100,Fashion Shopper,"1,123,138","DIY Crafter,Fashion Shopper,Home Decorator",55+,Male,AU,desktop
U02272,259,Electronics Enthusiast,131,Beauty & Skincare Fan,35-44,Male,UK,desktop
U02273,55,Photographer,154,Electronics Enthusiast,25-34,Male,CA,tablet
U02274,104,Fashion Shopper,35,Baby & Kids Shopper,18-24,Other,AU,mobile
U02275,133,Baby & Kids Shopper,211,Electronics Enthusiast,35-44,Female,CA,mobile
U02276,156,Foodie,192,Electronics Enthusiast,35-44,Male,IN,desktop
U02277,18,Car Enthusiast,"46,23","Car Enthusiast,Beauty & Skincare Fan",35-44,Other,CA,mobile
U02278,76,Baby & Kids Shopper,"55,53,254","Beauty & Skincare Fan,Photographer,Gamer",25-34,Other,IN,mobile
U02279,125,Baby & Kids Shopper,"105,120","Traveler,Fashion Shopper",35-44,Female,IN,tablet
U02280,id,primary_segment,"43,142,244","Baby & Kids Shopper,Beauty & Skincare Fan,Baby & Kids Shopper",18-24,Female,AU,tablet
U02281,250,Electronics Enthusiast,"45,270,26","Car Enthusiast,Beauty & Skincare Fan,Baby & Kids Shopper",55+,Male,AU,desktop
U02282,169,Beauty & Skincare Fan,185,Electronics Enthusiast,45-54,Female,IN,desktop
U02283,189,Electronics Enthusiast,"134,142","Beauty & Skincare Fan,Beauty & Skincare Fan",25-34,Male,UK,desktop
U02284,135,Baby & Kids Shopper,127,Beauty & Skincare Fan,35-44,Other,CA,tablet
U02285,72,Electronics Enthusiast,"208,5,238","Baby & Kids Shopper,Baby & Kids Shopper,Baby & Kids Shopper",18-24,Male,US,desktop
U02286,214,Electronics Enthusiast,"219,132,180","Sports Enthusiast,Pet Owner,Baby & Kids Shopper",25-34,Male,IN,mobile
U02287,8,Baby & Kids Shopper,"23,181,149","Car Enthusiast,Electronics Enthusiast,Pet Owner",18-24,Male,AU,desktop
U02288,14,Car Enthusiast,"177,90,167","Baby & Kids Shopper,Home Decorator,Baby & Kids Shopper",18-24,Female,IN,desktop
U02289,48,Beauty & Skincare Fan,"161,4","Photographer,Baby & Kids Shopper",55+,Female,UK,mobile
U02290,60,Electronics Enthusiast,"198,153,28","Sports Enthusiast,DIY Crafter,Sports Enthusiast",25-34,Male,IN,mobile
U02291,120,Fashion Shopper,209,Beauty & Skincare Fan,35-44,Male,UK,tablet
U02292,161,Baby & Kids Shopper,"143,146,137","Baby & Kids Shopper,Electronics Enthusiast,Electronics Enthusiast",18-24,Other,AU,tablet
U02293,223,Baby & Kids Shopper,"233,112,35","Baby & Kids Shopper,Fashion Shopper,Car Enthusiast",35-44,Other,AU,mobile
U02294,34,Baby & Kids Shopper,"16,153,28","Car Enthusiast,Sports Enthusiast,DIY Crafter",55+,Other,IN,tablet
U02295,162,Electronics Enthusiast,"270,57,138","Electronics Enthusiast,Home Decorator,Baby & Kids Shopper",55+,Female,AU,desktop
U02296,63,Electronics Enthusiast,"71,252","Electronics Enthusiast,Baby & Kids Shopper",18-24,Female,UK,tablet
U02297,24,Car Enthusiast,"196,143,165","Electronics Enthusiast,Home Decorator,Electronics Enthusiast",55+,Other,IN,tablet
U02298,45,Beauty & Skincare Fan,"264,239","Baby & Kids Shopper,Baby & Kids Shopper",35-44,Female,UK,desktop
U02299,160,Baby & Kids Shopper,"205,5,40","Baby & Kids Shopper,Baby & Kids Shopper,Baby & Kids Shopper",25-34,Male,UK,mobile
U02300,214,Electronics Enthusiast,"10,138,137","Photographer,Baby & Kids Shopper,Home Decorator",55+,Female,AU,mobile
U02301,124,Baby & Kids Shopper,214,Electronics Enthusiast,25-34,Other,UK,desktop
U02302,36,Baby & Kids Shopper,"142,220","Beauty & Skincare Fan,Baby & Kids Shopper",18-24,Male,AU,mobile
U02303,51,Beauty & Skincare Fan,"123,229,217","Fashion Shopper,Baby & Kids Shopper,Baby & Kids Shopper",18-24,Male,IN,desktop
U02304,144,Baby & Kids Shopper,"57,168","Electronics Enthusiast,Home Decorator",18-24,Other,UK,mobile
U02305,132,Sports Enthusiast,"175,110,169","Fashion Shopper,Beauty & Skincare Fan,Baby & Kids Shopper",18-24,Other,UK,desktop
U02306,46,Beauty & Skincare Fan,203,Baby & Kids Shopper,18-24,Female,AU,tablet
U02307,89,Baby & Kids Shopper,"108,163","Fashion Shopper,Beauty & Skincare Fan",45-54,Female,IN,desktop
U02308,243,Baby & Kids Shopper,"162,261","Electronics Enthusiast,Baby & Kids Shopper",35-44,Female,US,desktop
U02309,58,Electronics Enthusiast,229,Baby & Kids Shopper,18-24,Other,UK,tablet
U02310,182,Baby & Kids Shopper,"141,156,21","Car Enthusiast,Electronics Enthusiast,Foodie",45-54,Other,IN,mobile
U02311,219,Baby & Kids Shopper,"215,185,24","Car Enthusiast,Electronics Enthusiast,Home Decorator",18-24,Female,AU,mobile
U02312,182,Baby & Kids Shopper,143,Electronics Enthusiast,35-44,Female,US,desktop
U02313,135,Baby & Kids Shopper,"237,17,97","Car Enthusiast,Baby & Kids Shopper,Baby & Kids Shopper",45-54,Female,AU,tablet
U02314,8,Baby & Kids Shopper,"58,21,52","Car Enthusiast,Beauty & Skincare Fan,Electronics Enthusiast",18-24,Male,US,mobile
U02315,174,Home Decorator,227,Photographer,35-44,Female,AU,tablet
U02316,230,Baby & Kids Shopper,256,Gamer,45-54,Female,US,mobile
U02317,248,Gamer,122,Fashion Shopper,35-44,Other,UK,mobile
U02318,162,Electronics Enthusiast,"83,184,101","Electronics Enthusiast,Traveler,Baby & Kids Shopper",18-24,Other,UK,desktop
U02319,108,Fashion Shopper,"263,193,78","Electronics Enthusiast,Home Decorator,Gamer",55+,Female,CA,desktop
U02320,33,Baby & Kids Shopper,190,Electronics Enthusiast,55+,Other,UK,mobile
U02321,38,Baby & Kids Shopper,250,Electronics Enthusiast,18-24,Female,CA,desktop
U02322,241,Baby & Kids Shopper,242,Baby & Kids Shopper,35-44,Female,IN,tablet
U02323,120,Fashion Shopper,232,Baby & Kids Shopper,35-44,Male,AU,mobile
U02324,218,Baby & Kids Shopper,"198,234,162","Electronics Enthusiast,Sports Enthusiast,Baby & Kids Shopper",55+,Female,IN,tablet
U02325,73,Electronics Enthusiast,"15,79,250","Car Enthusiast,Photographer,Electronics Enthusiast",55+,Female,UK,mobile
U02326,28,Sports Enthusiast,"114,25","Car Enthusiast,Cyclist",18-24,Male,CA,mobile
U02327,259,Electronics Enthusiast,194,Electronics Enthusiast,45-54,Female,US,mobile
U02328,248,Gamer,"252,114","Cyclist,Baby & Kids Shopper",25-34,Other,AU,desktop
U02329,177,Baby & Kids Shopper,"28,77,50","Sports Enthusiast,Beauty & Skincare Fan,Electronics Enthusiast",45-54,Female,US,tablet
U02330,215,Home Decorator,164,Baby & Kids Shopper,55+,Other,UK,tablet
U02331,179,Pet Owner,"240,162,45","Beauty & Skincare Fan,Electronics Enthusiast,Car Enthusiast",55+,Male,CA,tablet
U02332,251,Baby & Kids Shopper,"184,248,125","Baby & Kids Shopper,Baby & Kids Shopper,Gamer",55+,Female,UK,desktop
U02333,174,Home Decorator,"19,223,22","Car Enthusiast,Electronics Enthusiast,Baby & Kids Shopper",25-34,Male,CA,desktop
U02334,80,Electronics Enthusiast,"132,220,89","Baby & Kids Shopper,Sports Enthusiast,Baby & Kids Shopper",55+,Female,AU,tablet
U02335,49,Beauty & Skincare Fan,"185,190,262","Electronics Enthusiast,Electronics Enthusiast,Baby & Kids Shopper",18-24,Female,CA,mobile
U02336,255,Gamer,"168,11,217","DIY Crafter,Home Decorator,Baby & Kids Shopper",18-24,Other,AU,tablet
U02337,51,Beauty & Skincare Fan,"80,156","Electronics Enthusiast,Foodie",35-44,Other,US,mobile
U02338,110,Fashion Shopper,"199,68","Fashion Shopper,Outdoor Adventurer",25-34,Other,AU,desktop
U02339,33,Baby & Kids Shopper,"139,63,18","Car Enthusiast,Electronics Enthusiast,Electronics Enthusiast",18-24,Male,CA,mobile
U02340,217,Baby & Kids Shopper,144,Baby & Kids Shopper,25-34,Male,AU,desktop
U02341,133,Baby & Kids Shopper,"24,1,216","DIY Crafter,Car Enthusiast,Baby & Kids Shopper",18-24,Other,AU,desktop
U02342,107,Baby & Kids Shopper,"239,32","Baby & Kids Shopper,Baby & Kids Shopper",25-34,Other,AU,tablet
U02343,79,Photographer,"141,131","Beauty & Skincare Fan,Electronics Enthusiast",18-24,Male,UK,mobile
U02344,155,Electronics Enthusiast,"30,58,15","Car Enthusiast,Baby & Kids Shopper,Electronics Enthusiast",35-44,Other,CA,mobile
U02345,8,Baby & Kids Shopper,"164,212","Baby & Kids Shopper,Baby & Kids Shopper",35-44,Male,US,tablet
U02346,130,Home Decorator,237,Baby & Kids Shopper,35-44,Female,IN,mobile
U02347,id,primary_segment,"155,90,265","Baby & Kids Shopper,Electronics Enthusiast,Baby & Kids Shopper",18-24,Other,UK,mobile
U02348,240,Car Enthusiast,127,Beauty & Skincare Fan,35-44,Male,UK,tablet
U02349,228,Outdoor Adventurer,138,Home Decorator,35-44,Female,IN,mobile
U02350,243,Baby & Kids Shopper,"id,3,94","primary_segment,Baby & Kids Shopper,Baby & Kids Shopper",25-34,Other,IN,tablet
U02351,53,Beauty & Skincare Fan,"73,131,105","Electronics Enthusiast,Traveler,Beauty & Skincare Fan",45-54,Female,US,desktop
U02352,53,Beauty & Skincare Fan,"110,77,79","Electronics Enthusiast,Photographer,Fashion Shopper",45-54,Female,CA,tablet
U02353,216,Baby & Kids Shopper,"7,125,190","DIY Crafter,Baby & Kids Shopper,Electronics Enthusiast",55+,Male,CA,mobile
U02354,41,Baby & Kids Shopper,45,Beauty & Skincare Fan,18-24,Other,CA,desktop
U02355,270,Baby & Kids Shopper,"109,108","Fashion Shopper,Fashion Shopper",55+,Female,CA,mobile
U02356,222,Electronics Enthusiast,"206,96","Baby & Kids Shopper,Electronics Enthusiast",18-24,Female,IN,tablet
U02357,223,Baby & Kids Shopper,"144,49,19","Car Enthusiast,Beauty & Skincare Fan,Baby & Kids Shopper",35-44,Female,IN,tablet
U02358,81,Electronics Enthusiast,174,Home Decorator,18-24,Female,US,tablet
U02359,65,Electronics Enthusiast,121,Fashion Shopper,55+,Male,US,tablet
U02360,47,Beauty & Skincare Fan,"114,31","Baby & Kids Shopper,Cyclist",35-44,Other,UK,tablet
U02361,223,Baby & Kids Shopper,"195,132,192","Sports Enthusiast,Electronics Enthusiast,Gardener",55+,Female,AU,mobile
U02362,11,DIY Crafter,"230,75","Electronics Enthusiast,Baby & Kids Shopper",25-34,Male,UK,tablet
U02363,222,Electronics Enthusiast,236,Car Enthusiast,35-44,Male,IN,desktop
U02364,101,Traveler,"262,32,200","Baby & Kids Shopper,Sports Enthusiast,Baby & Kids Shopper",55+,Male,US,mobile
U02365,194,Electronics Enthusiast,"58,25,173","Car Enthusiast,Electronics Enthusiast,Home Decorator",18-24,Male,CA,mobile
U02366,46,Beauty & Skincare Fan,58,Electronics Enthusiast,18-24,Other,IN,mobile
U02367,146,Electronics Enthusiast,"164,107","Baby & Kids Shopper,Baby & Kids Shopper",35-44,Female,CA,tablet
U02368,8,Baby & Kids Shopper,"91,120,203","Baby & Kids Shopper,Fashion Shopper,Baby & Kids Shopper",25-34,Female,UK,desktop
U02369,71,Electronics Enthusiast,"154,26,76","Car Enthusiast,Baby & Kids Shopper,Electronics Enthusiast",55+,Other,CA,desktop
U02370,27,Car Enthusiast,"70,211","Electronics Enthusiast,Electronics Enthusiast",35-44,Male,AU,desktop
U02371,156,Foodie,118,Fashion Shopper,45-54,Female,CA,desktop
U02372,44,Baby & Kids Shopper,264,Baby & Kids Shopper,35-44,Female,UK,desktop
U02373,21,Car Enthusiast,"90,198","Baby & Kids Shopper,Sports Enthusiast",18-24,Other,IN,mobile
U02374,20,Beauty & Skincare Fan,"190,177,8","Baby & Kids Shopper,Baby & Kids Shopper,Electronics Enthusiast",55+,Female,US,mobile
U02375,31,Baby & Kids Shopper,140,Electronics Enthusiast,18-24,Other,CA,desktop
U02376,38,Baby & Kids Shopper,216,Baby & Kids Shopper,35-44,Female,CA,desktop
U02377,162,Electronics Enthusiast,"11,125,48","DIY Crafter,Beauty & Skincare Fan,Baby & Kids Shopper",18-24,Female,US,desktop
U02378,72,Electronics Enthusiast,"250,141","Electronics Enthusiast,Electronics Enthusiast",25-34,Male,IN,desktop
U02379,107,Baby & Kids Shopper,20,Beauty & Skincare Fan,18-24,Male,UK,mobile
U02380,167,Home Decorator,63,Electronics Enthusiast,35-44,Female,UK,tablet
U02381,188,Electronics Enthusiast,"36,193","Baby & Kids Shopper,Home Decorator",25-34,Female,US,desktop
U02382,226,Baby & Kids Shopper,"218,127","Beauty & Skincare Fan,Baby & Kids Shopper",25-34,Other,IN,mobile
U02383,218,Baby & Kids Shopper,"251,95","Baby & Kids Shopper,Baby & Kids Shopper",35-44,Other,IN,mobile
U02384,189,Electronics Enthusiast,"251,253,90","Baby & Kids Shopper,Baby & Kids Shopper,Gamer",35-44,Male,UK,mobile
U02385,63,Electronics Enthusiast,131,Beauty & Skincare Fan,18-24,Female,IN,mobile
U02386,154,Electronics Enthusiast,"130,38","Baby & Kids Shopper,Home Decorator",18-24,Female,IN,tablet
U02387,211,Electronics Enthusiast,205,Baby & Kids Shopper,55+,Male,CA,desktop
U02388,69,Electronics Enthusiast,"218,201","Home Decorator,Baby & Kids Shopper",18-24,Other,IN,mobile
U02389,174,Home Decorator,"139,264","Electronics Enthusiast,Baby & Kids Shopper",45-54,Other,CA,mobile
U02390,231,Baby & Kids Shopper,256,Gamer,45-54,Female,CA,tablet
U02391,110,Fashion Shopper,"10,242,78","Photographer,Electronics Enthusiast,Baby & Kids Shopper",25-34,Female,UK,tablet
U02392,90,Baby & Kids Shopper,100,Fashion Shopper,18-24,Other,US,tablet
U02393,28,Sports Enthusiast,"171,170,158","Electronics Enthusiast,Baby & Kids Shopper,Car Enthusiast",45-54,Female,AU,mobile
U02394,238,Baby & Kids Shopper,224,Baby & Kids Shopper,55+,Male,CA,desktop
U02395,107,Baby & Kids Shopper,"171,157,98","Fashion Shopper,DIY Crafter,Car Enthusiast",18-24,Female,UK,desktop
U02396,200,Sports Enthusiast,"241,88,4","Photographer,Baby & Kids Shopper,Baby & Kids Shopper",18-24,Male,US,desktop
U02397,243,Baby & Kids Shopper,"23,id","primary_segment,Car Enthusiast",55+,Female,IN,mobile
U02398,210,Electronics Enthusiast,"18,216,270","Car Enthusiast,Baby & Kids Shopper,Baby & Kids Shopper",18-24,Male,AU,mobile
U02399,177,Baby & Kids Shopper,152,Baby & Kids Shopper,55+,Male,US,mobile
U02400,229,Baby & Kids Shopper,"197,128","Beauty & Skincare Fan,Home Decorator",55+,Male,AU,tablet
U02401,254,Gamer,127,Beauty & Skincare Fan,55+,Female,UK,mobile
U02402,12,Baby & Kids Shopper,112,Fashion Shopper,45-54,Female,IN,desktop
U02403,260,Baby & Kids Shopper,217,Baby & Kids Shopper,55+,Male,US,tablet
U02404,254,Gamer,136,Sports Enthusiast,35-44,Other,IN,tablet
U02405,259,Electronics Enthusiast,"35,113,79","Baby & Kids Shopper,Photographer,Cyclist",25-34,Other,AU,mobile
U02406,96,Baby & Kids Shopper,"176,131","Beauty & Skincare Fan,Beauty & Skincare Fan",18-24,Female,US,mobile
U02407,190,Electronics Enthusiast,"80,169","Electronics Enthusiast,Beauty & Skincare Fan",18-24,Male,CA,mobile
U02408,140,Electronics Enthusiast,"98,118","Fashion Shopper,Fashion Shopper",18-24,Male,IN,desktop
U02409,264,Baby & Kids Shopper,"203,218","Baby & Kids Shopper,Baby & Kids Shopper",25-34,Female,US,mobile
U02410,254,Gamer,"182,46","Beauty & Skincare Fan,Baby & Kids Shopper",45-54,Female,IN,desktop
U02411,105,Traveler,"66,265","Electronics Enthusiast,Baby & Kids Shopper",45-54,Male,UK,desktop
U02412,73,Electronics Enthusiast,"199,225","Outdoor Adventurer,Baby & Kids Shopper",45-54,Female,US,tablet
U02413,38,Baby & Kids Shopper,223,Baby & Kids Shopper,18-24,Male,CA,tablet
U02414,150,Beauty & Skincare Fan,"184,194","Baby & Kids Shopper,Electronics Enthusiast",35-44,Male,AU,desktop
U02415,162,Electronics Enthusiast,223,Baby & Kids Shopper,18-24,Female,AU,tablet
U02416,237,Baby & Kids Shopper,12,Baby & Kids Shopper,18-24,Other,US,desktop
U02417,2,Home Decorator,181,Pet Owner,18-24,Female,AU,mobile
U02418,58,Electronics Enthusiast,"143,28,184","Sports Enthusiast,Electronics Enthusiast,Baby & Kids Shopper",35-44,Other,CA,tablet
U02419,102,Fashion Shopper,"99,261","Traveler,Baby & Kids Shopper",18-24,Male,AU,tablet
U02420,222,Electronics Enthusiast,"38,41,100","Baby & Kids Shopper,Baby & Kids Shopper,Fashion Shopper",45-54,Other,AU,tablet
U02421,33,Baby & Kids Shopper,"68,255","Fashion Shopper,Gamer",55+,Female,US,tablet
U02422,21,Car Enthusiast,"56,2","Home Decorator,Electronics Enthusiast",45-54,Male,UK,mobile
U02423,109,Fashion Shopper,"id,116,140","primary_segment,Fashion Shopper,Electronics Enthusiast",45-54,Other,AU,desktop
U02424,133,Baby & Kids Shopper,"160,12,54","Baby & Kids Shopper,Electronics Enthusiast,Baby & Kids Shopper",45-54,Female,CA,tablet
U02425,254,Gamer,219,Baby & Kids Shopper,25-34,Other,AU,mobile
U02426,263,Gamer,"208,262,198","Sports Enthusiast,Baby & Kids Shopper,Baby & Kids Shopper",55+,Other,CA,mobile
U02427,66,Electronics Enthusiast,"95,239","Baby & Kids Shopper,Baby & Kids Shopper",45-54,Male,CA,mobile
U02428,211,Electronics Enthusiast,"255,48,193","Beauty & Skincare Fan,Home Decorator,Gamer",35-44,Female,UK,desktop
U02429,81,Electronics Enthusiast,"64,147,178","Electronics Enthusiast,Electronics Enthusiast,Pet Owner",55+,Female,IN,desktop
U02430,101,Traveler,140,Electronics Enthusiast,55+,Female,UK,mobile
U02431,223,Baby & Kids Shopper,"185,195","Electronics Enthusiast,Gardener",25-34,Other,AU,tablet
U02432,252,Baby & Kids Shopper,"66,118,254","Electronics Enthusiast,Fashion Shopper,Gamer",25-34,Male,CA,mobile
U02433,29,Baby & Kids Shopper,"213,239","Electronics Enthusiast,Baby & Kids Shopper",25-34,Male,IN,tablet
U02434,26,Car Enthusiast,"175,260","Baby & Kids Shopper,Baby & Kids Shopper",18-24,Other,US,tablet
U02435,143,Electronics Enthusiast,"15,104","Car Enthusiast,Fashion Shopper",35-44,Male,IN,mobile
U02436,20,Beauty & Skincare Fan,"248,205","Baby & Kids Shopper,Gamer",18-24,Male,US,mobile
U02437,4,Photographer,80,Electronics Enthusiast,18-24,Male,AU,desktop
U02438,183,Baby & Kids Shopper,214,Electronics Enthusiast,35-44,Male,CA,mobile
U02439,163,Beauty & Skincare Fan,"6,131,104","Fashion Shopper,Fashion Shopper,Beauty & Skincare Fan",45-54,Male,IN,mobile
U02440,id,primary_segment,"228,74","Electronics Enthusiast,Outdoor Adventurer",45-54,Male,UK,tablet
U02441,54,Electronics Enthusiast,103,Fashion Shopper,18-24,Other,AU,tablet
U02442,233,Car Enthusiast,"84,264,154","Baby & Kids Shopper,Electronics Enthusiast,Baby & Kids Shopper",25-34,Male,AU,desktop
U02443,84,Baby & Kids Shopper,263,Gamer,35-44,Other,UK,desktop
U02444,133,Baby & Kids Shopper,"60,245,224","Electronics Enthusiast,Baby & Kids Shopper,Gamer",45-54,Other,IN,tablet
U02445,138,Home Decorator,7,DIY Crafter,55+,Other,UK,tablet
U02446,102,Fashion Shopper,"153,221","DIY Crafter,Baby & Kids Shopper",45-54,Female,UK,tablet
U02447,131,Beauty & Skincare Fan,"13,21,243","Home Decorator,Car Enthusiast,Baby & Kids Shopper",35-44,Male,UK,desktop
U02448,101,Traveler,"151,197","Baby & Kids Shopper,Home Decorator",45-54,Female,CA,tablet
U02449,205,Baby & Kids Shopper,"123,168,24","Car Enthusiast,Fashion Shopper,Home Decorator",35-44,Female,IN,desktop
U02450,222,Electronics Enthusiast,231,Baby & Kids Shopper,35-44,Female,IN,mobile
U02451,166,Fashion Shopper,165,Home Decorator,45-54,Other,AU,mobile
U02452,74,Electronics Enthusiast,"103,75,109","Electronics Enthusiast,Fashion Shopper,Fashion Shopper",18-24,Other,UK,desktop
U02453,239,Baby & Kids Shopper,"2,251,187","Home Decorator,Electronics Enthusiast,Baby & Kids Shopper",45-54,Female,AU,tablet
U02454,35,Baby & Kids Shopper,72,Electronics Enthusiast,55+,Male,AU,mobile
U02455,228,Outdoor Adventurer,143,Electronics Enthusiast,35-44,Male,AU,desktop
U02456,129,Baby & Kids Shopper,"209,172","Baby & Kids Shopper,Beauty & Skincare Fan",55+,Female,US,tablet
U02457,10,Photographer,140,Electronics Enthusiast,25-34,Female,AU,mobile
U02458,19,Car Enthusiast,"261,101,139","Traveler,Electronics Enthusiast,Baby & Kids Shopper",45-54,Male,UK,tablet
U02459,135,Baby & Kids Shopper,"56,69,243","Electronics Enthusiast,Electronics Enthusiast,Baby & Kids Shopper",18-24,Male,AU,tablet
U02460,199,Outdoor Adventurer,"250,id","primary_segment,Electronics Enthusiast",25-34,Other,AU,mobile
U02461,5,Baby & Kids Shopper,127,Beauty & Skincare Fan,55+,Male,UK,tablet
U02462,215,Home Decorator,89,Baby & Kids Shopper,18-24,Other,UK,desktop
U02463,78,Electronics Enthusiast,"113,58,49","Beauty & Skincare Fan,Electronics Enthusiast,Cyclist",18-24,Other,UK,desktop
U02464,259,Electronics Enthusiast,"180,222,149","Electronics Enthusiast,Pet Owner,Electronics Enthusiast",18-24,Other,US,desktop
U02465,197,Home Decorator,"160,75,82","Electronics Enthusiast,Electronics Enthusiast,Baby & Kids Shopper",45-54,Female,IN,tablet
U02466,224,Baby & Kids Shopper,207,Electronics Enthusiast,18-24,Male,IN,mobile
U02467,54,Electronics Enthusiast,"229,120,26","Car Enthusiast,Fashion Shopper,Baby & Kids Shopper",55+,Female,UK,tablet
U02468,76,Baby & Kids Shopper,"162,228,121","Fashion Shopper,Electronics Enthusiast,Outdoor Adventurer",55+,Female,UK,desktop
U02469,168,Home Decorator,"23,131,147","Car Enthusiast,Beauty & Skincare Fan,Electronics Enthusiast",55+,Other,US,desktop
U02470,168,Home Decorator,"180,27","Car Enthusiast,Pet Owner",45-54,Female,CA,tablet
U02471,68,Fashion Shopper,"65,52","Beauty & Skincare Fan,Electronics Enthusiast",45-54,Female,CA,desktop
U02472,8,Baby & Kids Shopper,"113,22","Electronics Enthusiast,Cyclist",55+,Other,CA,mobile
U02473,250,Electronics Enthusiast,"227,175","Baby & Kids Shopper,Photographer",45-54,Male,AU,tablet
U02474,251,Baby & Kids Shopper,"194,102,103","Fashion Shopper,Fashion Shopper,Electronics Enthusiast",18-24,Male,UK,desktop
U02475,136,Sports Enthusiast,"17,188","Car Enthusiast,Electronics Enthusiast",55+,Male,CA,tablet
U02476,142,Beauty & Skincare Fan,"183,249","Baby & Kids Shopper,Baby & Kids Shopper",45-54,Male,UK,desktop
U02477,100,Fashion Shopper,"80,165,113","Electronics Enthusiast,Cyclist,Home Decorator",55+,Male,IN,mobile
U02478,110,Fashion Shopper,"171,3,244","Baby & Kids Shopper,Car Enthusiast,Baby & Kids Shopper",35-44,Female,CA,desktop
U02479,135,Baby & Kids Shopper,"218,148,179","Electronics Enthusiast,Pet Owner,Baby & Kids Shopper",25-34,Other,US,mobile
U02480,14,Car Enthusiast,134,Beauty & Skincare Fan,35-44,Female,AU,desktop
U02481,42,Baby & Kids Shopper,"11,3","Baby & Kids Shopper,DIY Crafter",25-34,Male,CA,tablet
U02482,144,Baby & Kids Shopper,53,Beauty & Skincare Fan,25-34,Other,AU,mobile
U02483,99,Traveler,"106,126,77","Electronics Enthusiast,Outdoor Adventurer,Beauty & Skincare Fan",25-34,Other,US,mobile
U02484,205,Baby & Kids Shopper,"130,24,137","Car Enthusiast,Home Decorator,Baby & Kids Shopper",25-34,Male,CA,mobile
U02485,134,Beauty & Skincare Fan,"185,89","Baby & Kids Shopper,Electronics Enthusiast",35-44,Female,UK,tablet
U02486,164,Baby & Kids Shopper,176,Beauty & Skincare Fan,35-44,Other,US,tablet
